paper_id,claim_id,table_figure,claim,value_script,value_paper,digits,match,value_rewrite,match_rewrite,holds,defect_locus,notes
peyton_huber_coppock_2022,results_conjoint_sig_among_larger,Results (p. 6),6 of 41 were larger in replication (1 of 6 significant differences),1,1,0,1,1,1,NA,NA,NA
peyton_huber_coppock_2022,results_pooled_correctly_signed,Results (p. 6),Pooling across all 65 of 69 correctly signed pairs presented in Figures 2-3,65,65,0,1,65,1,NA,NA,NA
peyton_huber_coppock_2022,results_pooled_pairs,Results (p. 6),Pooling across all 65 of 69 correctly signed pairs,69,69,0,1,69,1,NA,NA,NA
peyton_huber_coppock_2022,results_correspondence_overall,Results (p. 6),"the replication estimates were, on average, 73% as large as the pre-COVID estimates",72.97646089665277,73,0,1,73,1,NA,NA,NA
peyton_huber_coppock_2022,results_correspondence_conjoint,Results (p. 6),"The 41 correctly signed estimates from the conjoint replication were, on average, 87% as large as the original",87.4051915189156,87,0,1,87.4,1,NA,NA,NA
peyton_huber_coppock_2022,results_correspondence_nonconjoint,Results (p. 6),"The 24 of 28 correctly signed estimates from the other replications were, on average, 49% as large",48.32737941695379,49,0,0,48.3,0,NA,paper_internal,"The mean ratio over the 24 correctly signed non-conjoint pairs is 0.4833, which is 48 per cent; the overall 73 and the conjoint 87 in the same paragraph both reproduce"
peyton_huber_coppock_2022,figure_2_caption_pairs,Figure 2 caption (p. 7),Comparison of 28 summary effect sizes across 11 studies (conjoint excluded),28,28,0,1,28,1,NA,NA,NA
peyton_huber_coppock_2022,figure_2_caption_studies,Figure 2 caption (p. 7),Comparison of 28 summary effect sizes across 11 studies (conjoint excluded),NA,11,0,NA,11,1,NA,NA,NA
peyton_huber_coppock_2022,figure_2_sig_count,Figure 2 note (p. 7),"Thirteen of 28 replication estimates were significantly different from their pre-COVID benchmark at P < 0.05. Superseded by the 2023 corrigendum, which gives 14 before adjustment and 13 after",14,13,0,0,14,0,NA,paper_internal,Corrected to 14 before adjustment and 13 after by the 2023 corrigendum
peyton_huber_coppock_2022,figure_3_caption_pairs,Figure 3 caption (p. 8),Comparison of 41 summary effect sizes in conjoint experiments,41,41,0,1,41,1,NA,NA,NA
peyton_huber_coppock_2022,figure_3_sig_count,Figure 3 note (p. 8),"Seven of 41 replication estimates were significantly different from their pre-COVID benchmark at P < 0.05. Superseded by the 2023 corrigendum, which gives 12 before adjustment and 7 after",12,7,0,0,12,0,NA,paper_internal,Corrected to 12 before adjustment and 7 after by the 2023 corrigendum
peyton_huber_coppock_2022,device_surveys,Inattention (p. 10),Applying this approach across the 13 surveys used for the replication studies,NA,13,0,NA,13,1,NA,NA,NA
peyton_huber_coppock_2022,device_webapp_min,Inattention (p. 10),the proportion of participants coming from web applications ranged from 0.19 to 0.61,NA,0.19,2,NA,0.1879858657243816,1,NA,NA,NA
peyton_huber_coppock_2022,device_webapp_max,Inattention (p. 10),the proportion of participants coming from web applications ranged from 0.19 to 0.61,NA,0.61,2,NA,0.6069321533923304,1,NA,NA,NA
peyton_huber_coppock_2022,device_mobile_min,Inattention (p. 10),the proportion of participants coming from mobiles ranged from 0.31 to 0.73,NA,0.31,2,NA,0.31236749116607776,1,NA,NA,NA
peyton_huber_coppock_2022,device_mobile_max,Inattention (p. 10),the proportion of participants coming from mobiles ranged from 0.31 to 0.73,NA,0.73,2,NA,0.7286135693215339,1,NA,NA,NA
peyton_huber_coppock_2022,device_additional_sample,Inattention (p. 10),"Based on an additional sample of 63,245 respondents obtained from Lucid surveys",NA,63245,0,NA,63245,1,NA,NA,NA
peyton_huber_coppock_2022,device_2020_webapp,Inattention (p. 10),"In the 2020 surveys, approximately 41% of respondents came from web applications",NA,41,0,NA,40.634505239663035,NA,NA,NA,NA
peyton_huber_coppock_2022,device_2020_mobile,Inattention (p. 10),In the 2020 surveys ... (56% from mobiles),NA,56,0,NA,55.92851372732204,1,NA,NA,NA
peyton_huber_coppock_2022,device_2019_webapp,Inattention (p. 10),an increase from 33% ... in 2019,NA,33,0,NA,33.8223825745237,0,NA,paper_internal,"The mean over the seventeen 2019 surveys is 33.8 per cent, which is 34 at the stated precision; the 2018 and 2020 figures in the same sentence reproduce exactly under the same derivation"
peyton_huber_coppock_2022,device_2019_mobile,Inattention (p. 10),an increase from 33% (56% from mobiles) in 2019,NA,56,0,NA,57.62362400274482,0,NA,paper_internal,"The mean over the seventeen 2019 surveys is 57.6 per cent; the sentence prints the same 56 per cent it gives for 2020, which does reproduce"
peyton_huber_coppock_2022,device_2018_webapp,Inattention (p. 10),and just 13% ... in 2018,NA,13,0,NA,13,1,NA,NA,NA
peyton_huber_coppock_2022,device_2018_mobile,Inattention (p. 10),and just 13% (33% from mobiles) in 2018,NA,33,0,NA,32.666666666666664,1,NA,NA,NA
peyton_huber_coppock_2022,device_overlap_mobile_given_webapp,Inattention (p. 10),97% of participants from web applications were also on mobile devices,NA,97,0,NA,97.0619658119658,1,NA,NA,NA
peyton_huber_coppock_2022,device_overlap_webapp_given_mobile,Inattention (p. 10),and 72% on mobile devices arrived from web applications,NA,72,0,NA,74.51302029936436,0,NA,unresolved,"Of the 9,754 mobile respondents, 7,268 arrived from a web application, which is 75 per cent; the 97 per cent in the same sentence reproduces exactly"
peyton_huber_coppock_2022,device_duration_gap_webapp,Inattention (p. 10),Those from web applications spent approximately 7 min less time completing surveys than those from web browsers,NA,7,0,NA,7.163279901667778,NA,NA,NA,NA
peyton_huber_coppock_2022,device_duration_browser,Inattention (p. 10),"those from web browsers, who spent an average of 21.5 min",NA,21.5,1,NA,20.999177337565214,0,NA,paper_internal,"Browser respondents averaged 21.0 minutes; 21.5 is the nonmobile average, which the next sentence uses"
peyton_huber_coppock_2022,device_duration_gap_mobile,Inattention (p. 10),Respondents from mobile devices spent roughly 6 min less time completing surveys than subjects from nonmobile devices,NA,6,0,NA,6.3681848279692215,NA,NA,NA,NA
peyton_huber_coppock_2022,device_acq_surveys,Inattention (p. 10),in 2 of the 13 surveys we included ACQs of varying difficulty,NA,2,0,NA,2,1,NA,NA,NA
peyton_huber_coppock_2022,table_2_note_original_pass,Table 2 note (p. 11),was passed by 87% of respondents in the original study,NA,87,0,NA,86.63101604278076,1,NA,NA,NA
peyton_huber_coppock_2022,figure_5_acq_pass_estimate,Inattention (p. 11),"Among those who passed the ACQ, the average effect of treatment was 0.39 (SE: 0.15)",0.385328897491882,0.39,2,1,0.385328897491882,1,NA,NA,NA
peyton_huber_coppock_2022,figure_5_acq_pass_se,Inattention (p. 11),"Among those who passed the ACQ, the average effect of treatment was 0.39 (SE: 0.15)",0.15194970803027055,0.15,2,1,0.15194970803027055,1,NA,NA,NA
peyton_huber_coppock_2022,figure_5_browser_estimate,Inattention (p. 11),"Among those coming from browsers, the estimate was 0.33 (SE: 0.10)",0.32926531360152156,0.33,2,1,0.32926531360152156,1,NA,NA,NA
peyton_huber_coppock_2022,figure_5_browser_se,Inattention (p. 11),"Among those coming from browsers, the estimate was 0.33 (SE: 0.10)",0.0976306008500555,0.10,2,1,0.0976306008500555,1,NA,NA,NA
peyton_huber_coppock_2022,figure_5_nonmobile_estimate,Inattention (p. 11),among nonmobile users it was 0.52 (SE: 0.12),0.5200367752279467,0.52,2,1,0.5200367752279467,1,NA,NA,NA
peyton_huber_coppock_2022,figure_5_nonmobile_se,Inattention (p. 11),among nonmobile users it was 0.52 (SE: 0.12),0.12133668563369916,0.12,2,1,0.12133668563369916,1,NA,NA,NA
peyton_huber_coppock_2022,figure_5_acq_fail_estimate,Inattention (p. 11),"Among those who failed the ACQ (estimate: 0.08, SE: 0.09)",0.08366429495651713,0.08,2,1,0.08366429495651713,1,NA,NA,NA
peyton_huber_coppock_2022,figure_5_acq_fail_se,Inattention (p. 11),"Among those who failed the ACQ (estimate: 0.08, SE: 0.09)",0.0875748095721057,0.09,2,1,0.0875748095721057,1,NA,NA,NA
peyton_huber_coppock_2022,figure_5_webapp_estimate,Inattention (p. 11),"came from a web application (estimate: -0.03, SE: 0.12)",-0.03059084932990912,-0.03,2,1,-0.03059084932990912,1,NA,NA,NA
peyton_huber_coppock_2022,figure_5_webapp_se,Inattention (p. 11),"came from a web application (estimate: -0.03, SE: 0.12)",0.11725456578995798,0.12,2,1,0.11725456578995798,1,NA,NA,NA
peyton_huber_coppock_2022,figure_5_mobile_estimate,Inattention (p. 11),"or used a mobile phone (estimate: -0.04, SE: 0.10)",-0.04238507557113483,-0.04,2,1,-0.04238507557113483,1,NA,NA,NA
peyton_huber_coppock_2022,figure_5_mobile_se,Inattention (p. 11),"or used a mobile phone (estimate: -0.04, SE: 0.10)",0.096077554339612,0.10,2,1,0.096077554339612,1,NA,NA,NA
peyton_huber_coppock_2022,inattention_correspondence,Inattention (p. 11),"Pooling across all replication studies, we find effect sizes were, on average, 73% their pre-COVID magnitude",72.97646089665277,73,0,1,73,1,NA,NA,NA
peyton_huber_coppock_2022,inattention_attentive_share,Inattention (p. 11),If 73% of respondents were attentive,72.97646089665277,73,0,1,73,1,NA,NA,NA
peyton_huber_coppock_2022,inattention_inattentive_share,Inattention (p. 11),"If 73% of respondents were attentive and 26% inattentive, our replication estimate would, on average, match our pre-COVID benchmarks",27.023539103347225,26,0,0,27,0,NA,paper_internal,"The correspondence is 72.98 per cent, so the complement is 27 per cent"
peyton_huber_coppock_2022,inattention_inflated_correspondence,Inattention (p. 11),yields an estimated replication correspondence of 104% the pre-COVID effect sizes,104.25208699521824,104,0,1,104.3,1,NA,NA,NA
peyton_huber_coppock_2022,figure_5_note_field_month,Figure 5 note (p. 12),"Estimates for the Lucid replication, fielded in May 2020",NA,5,0,NA,5,1,NA,NA,NA
peyton_huber_coppock_2022,figure_5_note_corr_nonmobile_browser,Figure 5 note (p. 12),Pairwise correlations between these methods: 0.67 for nonmobile and browsers,NA,0.67,2,NA,0.671157880635778,1,NA,NA,NA
peyton_huber_coppock_2022,figure_5_note_corr_nonmobile_acq,Figure 5 note (p. 12),0.10 for non-mobiles and ACQ pass,NA,0.10,2,NA,0.09721605751660337,1,NA,NA,NA
peyton_huber_coppock_2022,figure_5_note_corr_browser_acq,Figure 5 note (p. 12),and 0.09 for browsers and ACQ pass,NA,0.09,2,NA,0.08837387614240307,1,NA,NA,NA
peyton_huber_coppock_2022,figure_5_note_original_pass,Figure 5 note (p. 12),Peyton (2020) Appendix S5.8 reports 87% of respondents passed their pretreatment ACQ,NA,87,0,NA,86.63101604278076,1,NA,NA,NA
peyton_huber_coppock_2022,figure_5_note_replication_pass,Figure 5 note (p. 12),"In our direct replication, 19% of respondents passed this same ACQ",NA,19,0,NA,18.609550561797743,1,NA,NA,NA
peyton_huber_coppock_2022,discussion_replications,Discussion (p. 12),We investigated by conducting 33 replications during the early COVID era of 12 published experimental studies,NA,33,0,NA,33,1,NA,NA,NA
peyton_huber_coppock_2022,discussion_studies,Discussion (p. 12),33 replications during the early COVID era of 12 published experimental studies,NA,12,0,NA,12,1,NA,NA,NA
peyton_huber_coppock_2022,a1_precovid_summary,Online Appendix A.1 (p. 1),"Pooling across the pre-COVID studies, the summary effect size estimate is a 30 percentage point increase in support for Russian journalists",30.495410944447165,30,0,1,30.495410944447165,1,NA,NA,NA
peyton_huber_coppock_2022,a1_replication_estimate,Online Appendix A.1 (p. 1),Our effect estimate of 25.5 points is 83% of this magnitude,25.387482979024107,25.5,1,0,25.387482979024107,0,NA,paper_internal,"The COVID-era summary effect is 25.39 points, and 25.4 is what the 83 per cent ratio in the same sentence implies"
peyton_huber_coppock_2022,a1_relative,Online Appendix A.1 (p. 1),Our effect estimate of 25.5 points is 83% of this magnitude,NA,83,0,NA,83.25017500263216,1,NA,NA,NA
peyton_huber_coppock_2022,a1_difference,Online Appendix A.1 (p. 1),this difference of 5.5 percentage points is not statistically significant (P = 0.16),NA,5.5,1,NA,5.107927965423059,0,NA,paper_internal,"The difference is 5.11 points, which is what the P = 0.16 in the same sentence implies"
peyton_huber_coppock_2022,a1_difference_p,Online Appendix A.1 (p. 1),this difference of 5.5 percentage points is not statistically significant (P = 0.16),NA,0.16,2,NA,0.15536976031734429,1,NA,NA,NA
peyton_huber_coppock_2022,a2_direct_effect,Online Appendix A.2 (p. 3),The estimated effect in our direct replication of 15 percentage points,NA,15,0,NA,15.290543698395393,1,NA,NA,NA
peyton_huber_coppock_2022,a2_precovid_effect,Online Appendix A.2 (p. 3),was indistinguishable from the pre-COVID replication (16 percentage points),NA,16,0,NA,16.326312576312326,1,NA,NA,NA
peyton_huber_coppock_2022,a2_covid_effect,Online Appendix A.2 (p. 3),the estimated treatment effect of 7 percentage points was indistinguishable from zero,NA,7,0,NA,7.091580563508846,1,NA,NA,NA
peyton_huber_coppock_2022,a2_summary_pre,Online Appendix A.2 (p. 3),"Pooling across the pre-COVID replication and original, the summary effect size estimate is 0.17 (SE = 0.01, P < 0.01)",0.174166697528828,0.17,2,1,0.174166697528828,1,NA,NA,NA
peyton_huber_coppock_2022,a2_summary_pre_se,Online Appendix A.2 (p. 3),"the summary effect size estimate is 0.17 (SE = 0.01, P < 0.01)",0.01494537091478543,0.01,2,1,0.01494537091478543,1,NA,NA,NA
peyton_huber_coppock_2022,a2_summary_covid,Online Appendix A.2 (p. 3),"compared to 0.11 (SE = 0.03, P < 0.01) for our replications",0.11109001849182036,0.11,2,1,0.11109001849182036,1,NA,NA,NA
peyton_huber_coppock_2022,a2_summary_covid_se,Online Appendix A.2 (p. 3),"compared to 0.11 (SE = 0.03, P < 0.01) for our replications",0.03078055465490208,0.03,2,1,0.03078055465490208,1,NA,NA,NA
peyton_huber_coppock_2022,a2_covid_vs_precovid_diff,Online Appendix A.2 (p. 3),"smaller than both the pre-COVID replication (difference of 9 percentage points, SE = 0.05, P = 0.02)",NA,9,0,NA,9.23473201280348,1,NA,NA,NA
peyton_huber_coppock_2022,a2_covid_vs_precovid_se,Online Appendix A.2 (p. 3),"difference of 9 percentage points, SE = 0.05, P = 0.02",NA,0.05,2,NA,0.045740308795599885,1,NA,NA,NA
peyton_huber_coppock_2022,a2_covid_vs_precovid_p,Online Appendix A.2 (p. 3),"difference of 9 percentage points, SE = 0.05, P = 0.02",NA,0.02,2,NA,0.043492590040677515,0,NA,paper_internal,The two-sided p-value is 0.044; the published 0.02 is the one-tailed value
peyton_huber_coppock_2022,a2_covid_vs_direct_diff,Online Appendix A.2 (p. 3),"and our direct replication (difference of 8 percentage points, SE = 0.06, P = 0.09)",NA,8,0,NA,8.198963134886545,1,NA,NA,NA
peyton_huber_coppock_2022,a2_covid_vs_direct_se,Online Appendix A.2 (p. 3),"difference of 8 percentage points, SE = 0.06, P = 0.09",NA,0.06,2,NA,0.06157344646733055,1,NA,NA,NA
peyton_huber_coppock_2022,a2_covid_vs_direct_p,Online Appendix A.2 (p. 3),"difference of 8 percentage points, SE = 0.06, P = 0.09",NA,0.09,2,NA,0.18300004810906678,0,NA,paper_internal,The two-sided p-value is 0.183; the published 0.09 is the one-tailed value
peyton_huber_coppock_2022,a6_difference,Online Appendix A.6 (p. 13),"The estimate from the original study is therefore 0.26 units larger, in the opposite direction, than the replication study (SE = 0.09, P < 0.01)",NA,0.26,2,NA,0.2648986653055364,1,NA,NA,NA
peyton_huber_coppock_2022,a6_difference_se,Online Appendix A.6 (p. 13),"0.26 units larger, in the opposite direction, than the replication study (SE = 0.09, P < 0.01)",NA,0.09,2,NA,0.08860037771963962,1,NA,NA,NA
peyton_huber_coppock_2022,a7_direct_effect,Online Appendix A.7 (p. 15),"The estimated treatment effect is 0.39 (SE = 0.04, P < 0.01) in the direct replication",NA,0.39,2,NA,0.3896896277301259,1,NA,NA,NA
peyton_huber_coppock_2022,a7_direct_se,Online Appendix A.7 (p. 15),"The estimated treatment effect is 0.39 (SE = 0.04, P < 0.01) in the direct replication",NA,0.04,2,NA,0.0404251536980531,1,NA,NA,NA
peyton_huber_coppock_2022,a7_covid_effect,Online Appendix A.7 (p. 15),"and 0.38 in the COVID-specific replication (SE = 0.04, P < 0.01)",NA,0.38,2,NA,0.3838058054659647,1,NA,NA,NA
peyton_huber_coppock_2022,a7_covid_se,Online Appendix A.7 (p. 15),"and 0.38 in the COVID-specific replication (SE = 0.04, P < 0.01)",NA,0.04,2,NA,0.04011939313564167,1,NA,NA,NA
peyton_huber_coppock_2022,a7_covid_vs_direct_diff,Online Appendix A.7 (p. 15),The estimated treatment effect for the COVID-specific replication is about 0.01 points smaller than the direct replication,NA,0.01,2,NA,0.005883822264161176,NA,NA,NA,NA
peyton_huber_coppock_2022,a7_covid_vs_direct_se,Online Appendix A.7 (p. 15),"about 0.01 points smaller than the direct replication (SE = 0.04, P = 0.46)",NA,0.04,2,NA,0.05695400562808017,0,NA,paper_internal,"The standard error of that difference is 0.057; the published 0.04 is the standard error of the difference against the pre-COVID benchmark, given in the next sentence"
peyton_huber_coppock_2022,a7_covid_vs_direct_p,Online Appendix A.7 (p. 15),"about 0.01 points smaller than the direct replication (SE = 0.04, P = 0.46)",NA,0.46,2,NA,0.917718277767267,0,NA,paper_internal,The two-sided p-value is 0.919; the published 0.46 is the one-tailed value
peyton_huber_coppock_2022,a7_relative_precovid,Online Appendix A.7 (p. 15),The direct replication is approximately 60% the size of the pre-COVID benchmark,NA,60,0,NA,60.84242654365,NA,NA,NA,NA
peyton_huber_coppock_2022,a7_difference_precovid,Online Appendix A.7 (p. 15),"approximately 60% the size of the pre-COVID benchmark (difference of 0.25 points, SE = 0.04, P < 0.01)",NA,0.25,2,NA,0.25162995538927196,1,NA,NA,NA
peyton_huber_coppock_2022,a7_difference_precovid_se,Online Appendix A.7 (p. 15),"(difference of 0.25 points, SE = 0.04, P < 0.01)",NA,0.04,2,NA,0.0421179862498438,1,NA,NA,NA
peyton_huber_coppock_2022,a9_male_effect,Online Appendix A.9 (p. 22),the negative point estimates for Male indicate that male immigrants are about 2 percentage points less likely to be selected than female immigrants,NA,2,0,NA,1.933868529354489,1,NA,NA,NA
peyton_huber_coppock_2022,a2_correspondence,Online Appendix A.2 (p. 3),for a correspondence of 64%,NA,64,0,NA,63.78373137231519,1,NA,NA,NA
peyton_huber_coppock_2022,a3_replications,Online Appendix A.3 (p. 5),The summary effect size for our five replications,NA,5,0,NA,5,1,NA,NA,NA
peyton_huber_coppock_2022,a3_precovid_studies,Online Appendix A.3 (p. 5),the summary effect size for the five pre-COVID experiments,NA,5,0,NA,5,1,NA,NA,NA
peyton_huber_coppock_2022,a3_covid_summary,Online Appendix A.3 (p. 5),"The summary effect size for our five replications is 0.15 (SE = 0.02, P < 0.01)",0.1468214632680544,0.15,2,1,0.1468214632680544,1,NA,NA,NA
peyton_huber_coppock_2022,a3_covid_se,Online Appendix A.3 (p. 5),"The summary effect size for our five replications is 0.15 (SE = 0.02, P < 0.01)",0.01857612538510998,0.02,2,1,0.01857612538510998,1,NA,NA,NA
peyton_huber_coppock_2022,a3_relative,Online Appendix A.3 (p. 5),approximately 50% the size of the summary effect size for the five pre-COVID experiments,NA,50,0,NA,50.88380641689448,NA,NA,NA,NA
peyton_huber_coppock_2022,a3_pre_summary,Online Appendix A.3 (p. 5),"(summary effect size: 0.29, SE = 0.01, P < 0.01)",0.28854261032505346,0.29,2,1,0.28854261032505346,1,NA,NA,NA
peyton_huber_coppock_2022,a3_pre_se,Online Appendix A.3 (p. 5),"(summary effect size: 0.29, SE = 0.01, P < 0.01)",0.0137473063723327,0.01,2,1,0.0137473063723327,1,NA,NA,NA
peyton_huber_coppock_2022,a3_difference,Online Appendix A.3 (p. 5),"smaller than those from pre-COVID experiments (difference: 0.14, SE = 0.02, P < 0.01)",NA,0.14,2,NA,0.14172114705699906,1,NA,NA,NA
peyton_huber_coppock_2022,a3_difference_se,Online Appendix A.3 (p. 5),"(difference: 0.14, SE = 0.02, P < 0.01)",NA,0.02,2,NA,0.02310975696146774,1,NA,NA,NA
peyton_huber_coppock_2022,a4_cawi_summary,Online Appendix A.4 (p. 6),"The summary effect size for the experimental estimates from CAWI surveys is 0.44 (SE = 0.02, P < 0.01)",0.4374812809373469,0.44,2,1,0.4374812809373469,1,NA,NA,NA
peyton_huber_coppock_2022,a4_cawi_se,Online Appendix A.4 (p. 6),"the experimental estimates from CAWI surveys is 0.44 (SE = 0.02, P < 0.01)",0.01710199317817524,0.02,2,1,0.01710199317817524,1,NA,NA,NA
peyton_huber_coppock_2022,a4_cawi_relative,Online Appendix A.4 (p. 6),approximately 44% the size of the summary effect sizes for the CAPI and PAPI surveys,NA,44,0,NA,44.0000855512954,NA,NA,NA,NA
peyton_huber_coppock_2022,a4_capi_summary,Online Appendix A.4 (p. 6),"the CAPI (1.00, SE = 0.01, P < 0.01) surveys from the GSS",0.994273705280255,1.00,2,0,0.994273705280255,0,NA,paper_internal,"The pooled CAPI summary is 0.9943, which is 0.99 at the stated precision"
peyton_huber_coppock_2022,a4_capi_se,Online Appendix A.4 (p. 6),"the CAPI (1.00, SE = 0.01, P < 0.01) surveys from the GSS",0.01240730192197381,0.01,2,1,0.01240730192197381,1,NA,NA,NA
peyton_huber_coppock_2022,a4_papi_summary,Online Appendix A.4 (p. 6),"and PAPI (1.05, SE = 0.01, P < 0.01) surveys from the GSS",1.0475506854221706,1.05,2,1,1.0475506854221706,1,NA,NA,NA
peyton_huber_coppock_2022,a4_papi_se,Online Appendix A.4 (p. 6),"and PAPI (1.05, SE = 0.01, P < 0.01) surveys from the GSS",0.01317493342067975,0.01,2,1,0.01317493342067975,1,NA,NA,NA
