claim_id,location,claim_type,value_paper,digits,units,comparison,needs_block,claim
footnote_5_nongame_pass,Footnote 5 (p. 9),definitional,82,0,percent,==,FALSE,versus 82% of those not coming from a game. Not in the deposit
footnote_5_interview_year,Footnote 5 (p. 9),definitional,2021,0,NA,==,FALSE,Interviews with Lucid representatives in 2021
footnote_5_table_2_reference,Footnote 5 (p. 9),descriptive,NA,0,NA,==,TRUE,cross-reference: the Easy ACQ from Table 2
inattention_classifier_count,Inattention (p. 10),structural,2,0,NA,==,FALSE,We offer two approaches for classifying respondents as inattentive: 1) ... and 2) ...
device_surveys,Inattention (p. 10),pipeline,13,0,NA,==,TRUE,Applying this approach across the 13 surveys used for the replication studies
device_webapp_min,Inattention (p. 10),pipeline,0.19,2,NA,==,TRUE,the proportion of participants coming from web applications ranged from 0.19 to 0.61
device_webapp_max,Inattention (p. 10),pipeline,0.61,2,NA,==,TRUE,the proportion of participants coming from web applications ranged from 0.19 to 0.61
device_mobile_min,Inattention (p. 10),pipeline,0.31,2,NA,==,TRUE,the proportion of participants coming from mobiles ranged from 0.31 to 0.73
device_mobile_max,Inattention (p. 10),pipeline,0.73,2,NA,==,TRUE,the proportion of participants coming from mobiles ranged from 0.31 to 0.73
device_additional_sample,Inattention (p. 10),pipeline,63245,0,NA,==,TRUE,"Based on an additional sample of 63,245 respondents obtained from Lucid surveys"
device_additional_sample_period,Inattention (p. 10),descriptive,NA,0,NA,==,TRUE,"an additional sample of 63,245 respondents obtained from Lucid surveys fielded prior to March 2020"
device_2020_webapp,Inattention (p. 10),pipeline,41,0,percent,approx,TRUE,"In the 2020 surveys, approximately 41% of respondents came from web applications"
device_2020_mobile,Inattention (p. 10),pipeline,56,0,percent,==,TRUE,In the 2020 surveys ... (56% from mobiles)
device_2019_webapp,Inattention (p. 10),pipeline,33,0,percent,==,TRUE,an increase from 33% ... in 2019
device_2019_mobile,Inattention (p. 10),pipeline,56,0,percent,==,TRUE,an increase from 33% (56% from mobiles) in 2019
device_2018_webapp,Inattention (p. 10),pipeline,13,0,percent,==,TRUE,and just 13% ... in 2018
device_2018_mobile,Inattention (p. 10),pipeline,33,0,percent,==,TRUE,and just 13% (33% from mobiles) in 2018
device_trending_upward,Inattention (p. 10),descriptive,NA,0,NA,==,TRUE,the proportion of participants from both web applications and mobiles was trending upward prior to the COVID-19 outbreak
device_figure_4_reference,Inattention (p. 10),descriptive,NA,0,NA,==,TRUE,"cross-reference: These results, reported in Figure 4"
device_overlap_mobile_given_webapp,Inattention (p. 10),pipeline,97,0,percent,==,TRUE,97% of participants from web applications were also on mobile devices
device_overlap_webapp_given_mobile,Inattention (p. 10),pipeline,72,0,percent,==,TRUE,and 72% on mobile devices arrived from web applications
device_duration_gap_webapp,Inattention (p. 10),pipeline,7,0,minutes,approx,TRUE,Those from web applications spent approximately 7 min less time completing surveys than those from web browsers
device_duration_browser,Inattention (p. 10),pipeline,21.5,1,minutes,==,TRUE,"those from web browsers, who spent an average of 21.5 min"
device_duration_gap_mobile,Inattention (p. 10),pipeline,6,0,minutes,approx,TRUE,Respondents from mobile devices spent roughly 6 min less time completing surveys than subjects from nonmobile devices
device_acq_surveys,Inattention (p. 10),pipeline,2,0,NA,==,TRUE,in 2 of the 13 surveys we included ACQs of varying difficulty
device_acq_significance,Inattention (p. 10),descriptive,NA,0,NA,==,TRUE,"found those on web applications (or mobiles) were significantly less likely to pass the ACQs, compared to those coming from browsers (or nonmobiles)"
device_table_2_reference,Inattention (p. 10),descriptive,NA,0,NA,==,TRUE,cross-reference: These results are reported in Table 2
table_2_note_c9_c10_reference,Table 2 note (p. 11),descriptive,NA,0,NA,==,TRUE,cross-reference: novel ACQs that subjects completed after reading a short news article (see Fig. C.9-C.10)
table_2_note_hard_week,Table 2 note (p. 11),definitional,9,0,NA,==,FALSE,The Hard ACQ comes from Peyton (2020) and was included with the direct replication of the original study in Week 9
table_2_note_original_pass,Table 2 note (p. 11),pipeline,87,0,percent,==,TRUE,was passed by 87% of respondents in the original study
table_2_note_c11_reference,Table 2 note (p. 11),descriptive,NA,0,NA,==,TRUE,cross-reference: passed by 87% of respondents in the original study (see Fig. C.11)
table_2_note_alpha,Table 2 note (p. 11),definitional,0.05,2,NA,==,FALSE,Standard errors in parentheses P < 0.05*
figure_5_reference,Inattention (p. 11),descriptive,NA,0,NA,==,TRUE,cross-reference: Figure 5 shows that regardless of the approach used to classify subjects as attentive
figure_5_attentive_positive,Inattention (p. 11),descriptive,NA,0,NA,==,TRUE,estimated treatment effects among the attentive are positive and significant
figure_5_acq_pass_estimate,Inattention (p. 11),pipeline,0.39,2,NA,==,TRUE,"Among those who passed the ACQ, the average effect of treatment was 0.39 (SE: 0.15)"
figure_5_acq_pass_se,Inattention (p. 11),pipeline,0.15,2,NA,==,TRUE,"Among those who passed the ACQ, the average effect of treatment was 0.39 (SE: 0.15)"
figure_5_browser_estimate,Inattention (p. 11),pipeline,0.33,2,NA,==,TRUE,"Among those coming from browsers, the estimate was 0.33 (SE: 0.10)"
figure_5_browser_se,Inattention (p. 11),pipeline,0.10,2,NA,==,TRUE,"Among those coming from browsers, the estimate was 0.33 (SE: 0.10)"
figure_5_nonmobile_estimate,Inattention (p. 11),pipeline,0.52,2,NA,==,TRUE,among nonmobile users it was 0.52 (SE: 0.12)
figure_5_nonmobile_se,Inattention (p. 11),pipeline,0.12,2,NA,==,TRUE,among nonmobile users it was 0.52 (SE: 0.12)
figure_5_acq_fail_estimate,Inattention (p. 11),pipeline,0.08,2,NA,==,TRUE,"Among those who failed the ACQ (estimate: 0.08, SE: 0.09)"
figure_5_acq_fail_se,Inattention (p. 11),pipeline,0.09,2,NA,==,TRUE,"Among those who failed the ACQ (estimate: 0.08, SE: 0.09)"
figure_5_webapp_estimate,Inattention (p. 11),pipeline,-0.03,2,NA,==,TRUE,"came from a web application (estimate: -0.03, SE: 0.12)"
figure_5_webapp_se,Inattention (p. 11),pipeline,0.12,2,NA,==,TRUE,"came from a web application (estimate: -0.03, SE: 0.12)"
figure_5_mobile_estimate,Inattention (p. 11),pipeline,-0.04,2,NA,==,TRUE,"or used a mobile phone (estimate: -0.04, SE: 0.10)"
figure_5_mobile_se,Inattention (p. 11),pipeline,0.10,2,NA,==,TRUE,"or used a mobile phone (estimate: -0.04, SE: 0.10)"
figure_5_inattentive_near_zero,Inattention (p. 11),descriptive,NA,0,NA,==,TRUE,estimated treatment effects were all close to zero and nonsignificant [for the three inattentive subgroups]
inattention_correspondence,Inattention (p. 11),pipeline,73,0,percent,==,TRUE,"Pooling across all replication studies, we find effect sizes were, on average, 73% their pre-COVID magnitude"
inattention_attentive_share,Inattention (p. 11),pipeline,73,0,percent,==,TRUE,If 73% of respondents were attentive
inattention_inattentive_share,Inattention (p. 11),pipeline,26,0,percent,==,TRUE,"If 73% of respondents were attentive and 26% inattentive, our replication estimate would, on average, match our pre-COVID benchmarks"
inattention_aronow_pass_rate,Inattention (p. 11),transcribed,70,0,percent,approx,FALSE,Aronow et al. (2020) report that approximately 70% of respondents passed ACQs in surveys fielded between March and July 2020
inattention_divisor,Inattention (p. 11),definitional,0.70,2,NA,==,FALSE,Dividing each of the COVID era summary estimates that we obtained by 0.70. The divisor is visible at the call site in text_correspondence_summary.R
inattention_inflated_correspondence,Inattention (p. 11),pipeline,104,0,percent,==,TRUE,yields an estimated replication correspondence of 104% the pre-COVID effect sizes
inattention_figure_5_reference,Inattention (p. 11),descriptive,NA,0,NA,==,TRUE,cross-reference: consistent with the evidence provided in Figure 5
figure_5_note_field_month,Figure 5 note (p. 12),definitional,5,0,month,==,TRUE,"Estimates for the Lucid replication, fielded in May 2020"
figure_5_note_corr_nonmobile_browser,Figure 5 note (p. 12),pipeline,0.67,2,NA,==,TRUE,Pairwise correlations between these methods: 0.67 for nonmobile and browsers
figure_5_note_corr_nonmobile_acq,Figure 5 note (p. 12),pipeline,0.10,2,NA,==,TRUE,0.10 for non-mobiles and ACQ pass
figure_5_note_corr_browser_acq,Figure 5 note (p. 12),pipeline,0.09,2,NA,==,TRUE,and 0.09 for browsers and ACQ pass
figure_5_note_original_year,Figure 5 note (p. 12),definitional,2017,0,NA,==,FALSE,In the MTurk sample from March 2017
figure_5_note_original_pass,Figure 5 note (p. 12),pipeline,87,0,percent,==,TRUE,Peyton (2020) Appendix S5.8 reports 87% of respondents passed their pretreatment ACQ
figure_5_note_replication_pass,Figure 5 note (p. 12),pipeline,19,0,percent,==,TRUE,"In our direct replication, 19% of respondents passed this same ACQ"
discussion_replications,Discussion (p. 12),pipeline,33,0,NA,==,TRUE,We investigated by conducting 33 replications during the early COVID era of 12 published experimental studies
discussion_studies,Discussion (p. 12),pipeline,12,0,NA,==,TRUE,33 replications during the early COVID era of 12 published experimental studies
discussion_one_exception,Discussion (p. 12),descriptive,NA,0,NA,==,TRUE,"Because these pre-COVID experiments were, with one exception, successfully replicated"
discussion_second_chance_passed,Discussion (p. 13),definitional,17,0,NA,==,FALSE,Only 17 of the 410 subjects (4%) in this treatment group passed. A separate Lucid study that is not in the deposit
discussion_second_chance_n,Discussion (p. 13),definitional,410,0,NA,==,FALSE,Only 17 of the 410 subjects (4%) in this treatment group passed. Not in the deposit
discussion_second_chance_share,Discussion (p. 13),definitional,4,0,percent,==,FALSE,Only 17 of the 410 subjects (4%) in this treatment group passed. Not in the deposit
acknowledgment_irb_protocol,Financial support (p. 14),structural,1312013102,0,NA,==,FALSE,This research was approved by the Yale University Institutional Review Board (Protocol number 1312013102)
appendix_standardization,Online Appendix A preamble (p. 1),definitional,NA,0,NA,==,FALSE,"All within-study estimates for non-binary outcomes are standardized using Glass's Delta, which scales outcomes by the standard deviation in the control group. Visible at the call site in glass_delta()"
a1_precovid_summary,Online Appendix A.1 (p. 1),pipeline,30,0,percentage points,==,TRUE,"Pooling across the pre-COVID studies, the summary effect size estimate is a 30 percentage point increase in support for Russian journalists"
a1_replication_estimate,Online Appendix A.1 (p. 1),pipeline,25.5,1,percentage points,==,TRUE,Our effect estimate of 25.5 points is 83% of this magnitude
a1_relative,Online Appendix A.1 (p. 1),pipeline,83,0,percent,==,TRUE,Our effect estimate of 25.5 points is 83% of this magnitude
a1_difference,Online Appendix A.1 (p. 1),pipeline,5.5,1,percentage points,==,TRUE,this difference of 5.5 percentage points is not statistically significant (P = 0.16)
a1_difference_p,Online Appendix A.1 (p. 1),pipeline,0.16,2,NA,==,TRUE,this difference of 5.5 percentage points is not statistically significant (P = 0.16)
a1_baseline_1950,Online Appendix A.1 (p. 1),definitional,36,0,percent,==,FALSE,baseline levels of support in the control condition among Americans in 1950 (36%). The deposit reconstructs the three pre-COVID studies from published response counts and exports only their treatment effects
a1_baseline_1980,Online Appendix A.1 (p. 1),definitional,55,0,percent,==,FALSE,baseline levels of support in the control condition among Americans in 1980 (55%). Same source as a1_baseline_1950
a1_baseline_1983,Online Appendix A.1 (p. 1),definitional,44,0,percent,==,FALSE,baseline levels of support in the control condition among Americans in 1983 (44%). Same source as a1_baseline_1950
a1_baseline_lucid,Online Appendix A.1 (p. 1),definitional,45,0,percent,==,FALSE,quite similar to COVID-era Lucid respondents (45%). A control-group mean the rewrite does not export
a2_stimulus_values,Online Appendix A.2 (pp. 2-3),transcribed,NA,0,NA,==,FALSE,"The dollar amounts and travel time quoted from the Tversky and Kahneman (1981) and Klein et al. (2018) instruments: $15, $125, $10, $120, $140, $5, 20 minutes, $250, $30, $20, $240, N-95"
a2_tk_cheap_share,Online Appendix A.2 (p. 2),transcribed,68,0,percent,==,FALSE,68% of participants said they would travel when they could save $5 on the $15 item
a2_tk_expensive_share,Online Appendix A.2 (p. 2),transcribed,29,0,percent,==,FALSE,whereas 29% said they would travel when they could save $5 on the $125 item
a2_tk_effect,Online Appendix A.2 (p. 2),transcribed,39,0,percentage points,==,FALSE,this difference of 39 percentage points illustrates how individuals assess the potential gains and losses
a2_ml_cheap_share,Online Appendix A.2 (p. 3),transcribed,49,0,percent,==,FALSE,"In the replication by Klein et al. (2018), 49% of participants said they would travel"
a2_ml_expensive_share,Online Appendix A.2 (p. 3),transcribed,32,0,percent,==,FALSE,whereas 32% said they would travel to save $10 on the expensive wall-hanging
a2_c1_c4_reference,Online Appendix A.2 (p. 3),descriptive,NA,0,NA,==,TRUE,cross-reference: See Figures C.1-C.4 for a full description of each condition
a2_direct_effect,Online Appendix A.2 (p. 3),pipeline,15,0,percentage points,==,TRUE,The estimated effect in our direct replication of 15 percentage points
a2_precovid_effect,Online Appendix A.2 (p. 3),pipeline,16,0,percentage points,==,TRUE,was indistinguishable from the pre-COVID replication (16 percentage points)
a2_covid_effect,Online Appendix A.2 (p. 3),pipeline,7,0,percentage points,==,TRUE,the estimated treatment effect of 7 percentage points was indistinguishable from zero
a2_covid_vs_precovid_diff,Online Appendix A.2 (p. 3),pipeline,9,0,percentage points,==,TRUE,"smaller than both the pre-COVID replication (difference of 9 percentage points, SE = 0.05, P = 0.02)"
a2_covid_vs_precovid_se,Online Appendix A.2 (p. 3),pipeline,0.05,2,NA,==,TRUE,"difference of 9 percentage points, SE = 0.05, P = 0.02"
a2_covid_vs_precovid_p,Online Appendix A.2 (p. 3),pipeline,0.02,2,NA,==,TRUE,"difference of 9 percentage points, SE = 0.05, P = 0.02"
a2_covid_vs_direct_diff,Online Appendix A.2 (p. 3),pipeline,8,0,percentage points,==,TRUE,"and our direct replication (difference of 8 percentage points, SE = 0.06, P = 0.09)"
a2_covid_vs_direct_se,Online Appendix A.2 (p. 3),pipeline,0.06,2,NA,==,TRUE,"difference of 8 percentage points, SE = 0.06, P = 0.09"
a2_covid_vs_direct_p,Online Appendix A.2 (p. 3),pipeline,0.09,2,NA,==,TRUE,"difference of 8 percentage points, SE = 0.06, P = 0.09"
a2_summary_pre,Online Appendix A.2 (p. 3),pipeline,0.17,2,NA,==,TRUE,"Pooling across the pre-COVID replication and original, the summary effect size estimate is 0.17 (SE = 0.01, P < 0.01)"
a2_summary_pre_se,Online Appendix A.2 (p. 3),pipeline,0.01,2,NA,==,TRUE,"the summary effect size estimate is 0.17 (SE = 0.01, P < 0.01)"
a2_summary_covid,Online Appendix A.2 (p. 3),pipeline,0.11,2,NA,==,TRUE,"compared to 0.11 (SE = 0.03, P < 0.01) for our replications"
a2_summary_covid_se,Online Appendix A.2 (p. 3),pipeline,0.03,2,NA,==,TRUE,"compared to 0.11 (SE = 0.03, P < 0.01) for our replications"
a2_summaries_significant,Online Appendix A.2 (p. 3),descriptive,NA,0,NA,==,TRUE,both summary effect sizes are reported with P < 0.01
a2_correspondence,Online Appendix A.2 (p. 3),pipeline,64,0,percent,==,TRUE,for a correspondence of 64%
a3_stimulus_values,Online Appendix A.3 (pp. 4-5),transcribed,NA,0,NA,==,FALSE,"The Asian disease scenario quoted from Tversky and Kahneman (1981): 600 people, 200 saved, 400 die, 1/3 and 2/3 probabilities, and the 2021 coronavirus wording"
a3_tk_gain,Online Appendix A.3 (p. 4),transcribed,72,0,percent,==,FALSE,"In the original study, 72% selected Program A in the gain frame"
a3_tk_loss,Online Appendix A.3 (p. 4),transcribed,22,0,percent,==,FALSE,whereas 22% selected Program A in the loss frame
a3_tk_effect,Online Appendix A.3 (p. 4),transcribed,50,0,percentage points,==,FALSE,for an estimated treatment effect of 50 percentage points
a3_replications,Online Appendix A.3 (p. 5),pipeline,5,0,NA,==,TRUE,The summary effect size for our five replications
a3_precovid_studies,Online Appendix A.3 (p. 5),pipeline,5,0,NA,==,TRUE,the summary effect size for the five pre-COVID experiments
a3_covid_summary,Online Appendix A.3 (p. 5),pipeline,0.15,2,NA,==,TRUE,"The summary effect size for our five replications is 0.15 (SE = 0.02, P < 0.01)"
a3_covid_se,Online Appendix A.3 (p. 5),pipeline,0.02,2,NA,==,TRUE,"The summary effect size for our five replications is 0.15 (SE = 0.02, P < 0.01)"
a3_relative,Online Appendix A.3 (p. 5),pipeline,50,0,percent,approx,TRUE,approximately 50% the size of the summary effect size for the five pre-COVID experiments
a3_pre_summary,Online Appendix A.3 (p. 5),pipeline,0.29,2,NA,==,TRUE,"(summary effect size: 0.29, SE = 0.01, P < 0.01)"
